ER5QA9N4	Calligraphy [52a-53b] (for Adam)	Ms. or. quart. 1741
ZD597BZR	sharh al aqa'id al nasafiyah	Ms. or. quart. 1924
0XUP7G9B	ithbat al wajib/dastaki	Ms. or. quart. 1926
NS549KU0	hall isharat, dated 739	Ms. or. quart. 2044
MDYYQG9W	qadi zade on mulakhkhas	Ms. or. oct. 431
QSQ8G9X9	Qadi zade on mulakhkhas	Ms. or. oct. 432
1XGRU6UN	ilm al-ab'ad wa-al-ajram…	Ms. or. oct. 433
FG3G4NEH	Majmu' on astronomy	Ms. or. oct. 434
VQQ67EA9	Hidayat al-Hikmah	Ms. or. oct. 552
B8HSD23S	mulakhkhas by Fakhr al-Din al-Razi (Philosophy) / al-Razi, al-Mulahkhas	Ms. or. oct. 623
PMYKU5BS	mulakhkhas by jaghmini	Ms. or. oct. 944
G3VB6RSK	sharh al tajrid by tusi, dated 879	Ms. or. oct. 970
C2V2YHC7	hidayat al hikmah, cmt by al maybudi; gloss fakhr al din muh ibn hussayn	Ms. or. oct. 971
68HZ9N61	tarifat by jurjani	Ms. or. oct. 973
508521YV	8 tracts on, some on astronomy	Ms. or. oct. 974
7RHP5Z4S	Ishq, 49b	Ms. or. oct. 985
8HHWUFZQ	nat phil. Astronomy, etc.	Ms. or. oct. 1024
4TDXAP33	definition (husud al-ashya')	Ms. or. oct. 1025
GBNGN6S1	khawass al ahjar	Ms. or. oct. 1026
P0CH33FF	(K) music	Ms. or. oct. 1027
4B2XS7BF	dogmatics, 3 works' nasafi - bahr al kalam (Sammelhandschrift)	Ms. or. oct. 1316
TMYZWAKE	isaghuji	Ms. or. oct. 1317
Z651PYAE	sanusi, cmt, on al-manzumah al-jaza'iriyah fo al-tawhid	Ms. or. oct. 1335
N58TEDEW	al-anwar al-qudsiyah fi al-asrar al-ruhiyah	Ms. or. oct. 1340
MUNVM57A	cmt on shamsiyah of katibi; gloss by al salikuti	Ms. or. oct. 1367
RHCKE2UU	disputation, dogmatics (Sammelhandschrift)	Ms. or. oct. 1418
K81B9Y7E	two disputations…?	Ms. or. oct. 1432
PRQR4ERT	gloss by lari on qurrah al fakhirah by jami…	Ms. or. oct. 1443
QSXECKP1	5 works on theology…	Ms. or. oct. 1445
8R02VU1M	al-hadi fi 'ilm al kalam by jalal al-adin 'umar ibn muh al-hanafi, dated 523	Ms. or. oct. 1458
Q2NW6N6K	many tracts by suyuti and others…	Ms. or. oct. 1472
4UZFR41E	Sharh matali' al-anwar / al-Astarabadi, Sharh matali al-anwar	Ms. or. oct. 1487
DT6EY97K	imad al-din ahmad al-Wasiti - collection of religious works	Ms. or. oct. 1490
89TEYFVW	kitab al-mukhtar Minutoli kalam abi umar al-jahiz - philosophical works	Ms. or. oct. 1499
7W1RG9ZD	Sururi on Isagoge	Ms. or. oct. 1992
W5P9NXY1	Gelenbewi, wahdat al-wujud	Ms. or. oct. 2119
BVY61FW5	tamhid fi qawa'id al-tawhid	Ms. or. oct. 2157
KDM92WGS	sharh al risalah al husayniyah fi al munazarah	Ms. or. oct. 2191
HM7RR4E2	Shams al-Din al-Kirmani, al-Ghiyasiyye	Ms. or. oct. 2223
CNMNRUE0	Qaysarni fi al-ahkkam (astronomy?)	Ms. or. oct. 2224
UE8R0N1K	(13a-18b): Trabzon…	Ms. or. oct. 2245
Y2DKMMP5	Practical philosophy	Ms. or. oct. 2260
MZ3HVMAC	majmu' : hidayat al-hikmah	Ms. or. oct. 2285
9PUU7M6P	Sajaqli-zade al-risalah al-wlaadiyah	Ms. or. oct. 2286
MS79AESR	[We1717]	We1717
89ETZN83	[Hs. or. 4854]	Hs. or. 4854
WC82E5UT	[Hs. or. 4869]	Hs. or. 4869
6Y2RS9M6	[Hs. or. 4891]	Hs. or. 4891
F63S1FGX	[Hs. or. 4897]	Hs. or. 4897
BG9DGSV8	[Hs. or. 4908]	Hs. or. 4908
24FMX0F9	[Hs. or. 4915]	Hs. or. 4915
3KUKK13V	[Hs. or. 4943]	Hs. or. 4943
3WGTRKQU	[Hs. or. 4957]	Hs. or. 4957
6CMX1UTC	[Hs. or. 5021]	Hs. or. 5021
G6RUKCZQ	[Hs. or. 5022]	Hs. or. 5022
CVAB53QV	[Hs. or. 5069]	Hs. or. 5069
X4XE0T0N	[Hs. or. 5076]	Hs. or. 5076
X3U8NQFH	[Hs. or. 5113]	Hs. or. 5113
711P9E6M	[Hs. or. 5116]	Hs. or. 5116
00WP433A	[Hs. or. 5134]	Hs. or. 5134
QNG06125	[Hs. or. 5135]	Hs. or. 5135
ZN892H12	[Hs. or. 5137]	Hs. or. 5137
NS3AD2P0	[Hs. or. 5164]	Hs. or. 5164
BT0QMB91	[Hs. or. 5167]	Hs. or. 5167
44KFAB0T	[Hs. or. 5168]	Hs. or. 5168
NU1FDTVC	[Hs. or. 5171]	Hs. or. 5171
DTXDFR49	[Hs. or. 5176]	Hs. or. 5176
VYNNQGCP	[Hs. or. 5185]	Hs. or. 5185
AECQKR75	[Hs. or. 5198]	Hs. or. 5198
G0H7VRF8	[Hs. or. 5206]	Hs. or. 5206
ZPX1GZ13	[Hs. or. 5211]	Hs. or. 5211
R8V0KNVR	[Hs. or. 5212]	Hs. or. 5212
TC542ZKY	[Hs. or. 5215]	Hs. or. 5215
70TZN80D	[Hs. or. 5223]	Hs. or. 5223
MEWA10G9	[Hs. or. 5224]	Hs. or. 5224
XFYW15EQ	[Hs. or. 5240]	Hs. or. 5240
4Z1F4AF4	[Hs. or. 5243]	Hs. or. 5243
RZH06WDQ	[Hs. or. 5252]	Hs. or. 5252
Z54V42GU	[Hs. or. 5259]	Hs. or. 5259
0AHSSM0X	[Hs. or. 5276]	Hs. or. 5276
SXNHKPA0	[Hs. or. 5293]	Hs. or. 5293
FA22SU2X	[Hs. or. 5306]	Hs. or. 5306
UY4U6TAK	[Hs. or. 5329]	Hs. or. 5329
60KA0P3Y	[Hs. or. 5338]	Hs. or. 5338
EVS0VWQ8	[Hs. or. 5342]	Hs. or. 5342
F9GDKYCQ	[Hs. or. 5367]	Hs. or. 5367
4T3U78XM	[Hs. or. 5390]	Hs. or. 5390
X722WDUR	[Hs. or. 5403]	Hs. or. 5403
V5KGGVPH	[Hs. or. 5455]	Hs. or. 5455
17S9SWGV	[Hs. or. 5476]	Hs. or. 5476
WRKV2BYU	[Hs. or. 5478]	Hs. or. 5478
ZR15B0HU	[Hs. or. 5485]	Hs. or. 5485
TX6Y5WU7	[Hs. or. 5486]	Hs. or. 5486
3Y6Y6TD7	[Hs. or. 5498]	Hs. or. 5498
2Z6KZ84D	[Hs. or. 5505]	Hs. or. 5505
19FNERD9	[Hs. or. 953]	Hs. or. 953
2HRZ1DMB	[Ms. or. fol. 1404]	Ms. or. fol. 1404
MDZ8W2ST	[Ms. or. oct. 1511]	Ms. or. oct. 1511
WXQXG11N	[Ms. or. oct. 1541]	Ms. or. oct. 1541
FW7T3FVP	[Ms. or. oct. 1648]	Ms. or. oct. 1648
8PU25QX0	[Ms. or. oct. 1786]	Ms. or. oct. 1786
2SPSG2AY	[Ms. or. oct. 1802]	Ms. or. oct. 1802
7F3S4UGV	[Ms. or. oct. 1817]	Ms. or. oct. 1817
30ZP9Q0G	[Ms. or. oct. 1858]	Ms. or. oct. 1858
F8GEUHKW	[Ms. or. oct. 1865]	Ms. or. oct. 1865
WZS86HC7	[Ms. or. oct. 1940]	Ms. or. oct. 1940
SR21Z984	[Ms. or. oct. 1953]	Ms. or. oct. 1953
BP93FWDR	[Ms. or. oct. 1980]	Ms. or. oct. 1980
P0Z5EN9F	[Ms. or. oct. 1988]	Ms. or. oct. 1988
C0GM3EQH	[Ms. or. oct. 1990]	Ms. or. oct. 1990
0FZ7AWKY	[Ms. or. oct. 1995]	Ms. or. oct. 1995
ACERXMGC	[Ms. or. oct. 2053]	Ms. or. oct. 2053
40T22646	[Ms. or. oct. 2398]	Ms. or. oct. 2398
CX539SFM	[Ms. or. oct. 2417]	Ms. or. oct. 2417
CX70YX7Y	[Ms. or. oct. 2453]	Ms. or. oct. 2453
5B4FZ0CW	[Ms. or. oct. 2527]	Ms. or. oct. 2527
4NYC9CUG	[Ms. or. oct. 2528]	Ms. or. oct. 2528
SAG4CF30	[Ms. or. oct. 2535]	Ms. or. oct. 2535
8WTE9PF6	[Ms. or. oct. 2542]	Ms. or. oct. 2542
230K6CDT	[Ms. or. oct. 2581]	Ms. or. oct. 2581
7RRA832H	[Ms. or. oct. 2583]	Ms. or. oct. 2583
KBX1ZU3X	[Ms. or. oct. 2592]	Ms. or. oct. 2592
A82SB62G	[Ms. or. oct. 2671]	Ms. or. oct. 2671
RE76K7SS	[Ms. or. oct. 2678]	Ms. or. oct. 2678
EXEHGAH7	[Ms. or. oct. 2749]	Ms. or. oct. 2749
YP6DZZ21	[Ms. or. oct. 2760]	Ms. or. oct. 2760
WX02C1CV	[Ms. or. oct. 2857]	Ms. or. oct. 2857
CPEDVAHW	[Ms. or. oct. 2890]	Ms. or. oct. 2890
A46VFXEU	[Ms. or. oct. 2970]	Ms. or. oct. 2970
7FNP6EX2	[Ms. or. oct. 2971]	Ms. or. oct. 2971
7GZ7EN6N	[Ms. or. oct. 2974]	Ms. or. oct. 2974
DBNVFAM6	[Ms. or. oct. 2976]	Ms. or. oct. 2976
ZGS85Y6B	[Ms. or. oct. 2996]	Ms. or. oct. 2996
ZMTSXNMK	[Ms. or. oct. 3014]	Ms. or. oct. 3014
B7NXAYA5	[Ms. or. oct. 3031]	Ms. or. oct. 3031
QYV3B3TN	[Ms. or. oct. 3094]	Ms. or. oct. 3094
H9W46NSM	[Ms. or. oct. 3149]	Ms. or. oct. 3149
2WR033FH	[Ms. or. oct. 3151]	Ms. or. oct. 3151
V7SU9XWC	[Ms. or. oct. 3160]	Ms. or. oct. 3160
5U5B3WYD	[Ms. or. oct. 3189]	Ms. or. oct. 3189
VMZPCE2W	[Ms. or. oct. 3190]	Ms. or. oct. 3190
WSQTA5ZC	[Ms. or. oct. 3203]	Ms. or. oct. 3203
21ADU8G4	[Ms. or. oct. 3255]	Ms. or. oct. 3255
CMKWSN0Q	[Ms. or. oct. 3363]	Ms. or. oct. 3363
FC4H39AA	[Ms. or. oct. 3380]	Ms. or. oct. 3380
4G4Z1QGK	[Ms. or. oct. 3396]	Ms. or. oct. 3396
6HQE53DH	[Ms. or. oct. 3397]	Ms. or. oct. 3397
MF4FTXMU	[Ms. or. oct. 3425]	Ms. or. oct. 3425
1105S0RT	[Ms. or. oct. 3432]	Ms. or. oct. 3432
HFBG6254	[Ms. or. oct. 3466]	Ms. or. oct. 3466
01ZWF70E	[Ms. or. oct. 3469]	Ms. or. oct. 3469
2EU3QPVK	[Ms. or. oct. 3566]	Ms. or. oct. 3566
DHUT7GY8	[Ms. or. oct. 3568]	Ms. or. oct. 3568
905WQ5R3	[Ms. or. oct. 3594]	Ms. or. oct. 3594
87FG577Y	[Ms. or. oct. 3603]	Ms. or. oct. 3603
85N00WNE	[Ms. or. oct. 3628]	Ms. or. oct. 3628
HY2FHSSD	[Ms. or. oct. 3662]	Ms. or. oct. 3662
ZGP7KE75	[Ms. or. oct. 3675]	Ms. or. oct. 3675
662MMG1M	[Ms. or. oct. 3677]	Ms. or. oct. 3677
BTQ442RU	[Ms. or. oct. 3707]	Ms. or. oct. 3707
WGMTK68V	[Ms. or. oct. 3715]	Ms. or. oct. 3715
D4W3V9E1	[Ms. or. oct. 3726]	Ms. or. oct. 3726
1SAUWCF4	[Ms. or. oct. 3803]	Ms. or. oct. 3803
AKVFER4N	[Ms. or. oct. 3806]	Ms. or. oct. 3806
Y0SXUA42	[Ms. or. oct. 3809]	Ms. or. oct. 3809
3PH3W2QB	[Ms. or. oct. 3890]	Ms. or. oct. 3890
YGSMK1A4	[Ms. or. oct. 3890]	Ms. or. oct. 3890
D8MR564M	[Ms. or. oct. 3890]	Ms. or. oct. 3890
7HQBFXHR	[Ms. or. oct. 3911]	Ms. or. oct. 3911
40AR1C37	[Ms. or. oct. 3931]	Ms. or. oct. 3931
TG0KYP2G	[Ms. or. oct. 3962]	Ms. or. oct. 3962
5ANR6B9U	[Ms. or. oct. 3969]	Ms. or. oct. 3969
UV7GYU6H	[Ms. or. oct. 3970]	Ms. or. oct. 3970
HQUZR3RY	[Ms. or. oct. 3971]	Ms. or. oct. 3971
DKFYQT1G	[Ms. or. oct. 4096]	Ms. or. oct. 4096
FBND42M4	[Hs. or. 5289]	Hs. or. 5289
HT1285F5	[Diez_A_quart_81]	Diez_A_quart_81
Z3RD45B6	[Glaser_96]	Glaser_96
W851C5W8	[Glaser_176]	Glaser_176
RGUDY2YY	[Landberg_8]	Landberg_8
D8F2MPCF	[Landberg_60]	Landberg_60
9NP7FRKE	[Landberg_67]	Landberg_67
YGP85AZT	[Landberg_69]	Landberg_69
S1ZH6XB3	[Landberg_70]	Landberg_70
TU16F1M8	[Landberg_136]	Landberg_136
CBQ0YZ6D	[Landberg_222]	Landberg_222
SDG7BAM2	[Landberg_271]	Landberg_271
TW5M0C50	[Landberg_273]	Landberg_273
WQYBRXA7	[Landberg_279]	Landberg_279
592WK7M3	[Landberg_335]	Landberg_335
N20RQ812	[Landberg_346]	Landberg_346
H5UAVS78	[Landberg_428]	Landberg_428
PCYEBTQR	[Landberg_488]	Landberg_488
ZWDVEC8X	[Landberg_554]	Landberg_554
UKFP4YQK	[Landberg_602]	Landberg_602
SPDTMPZR	[Landberg_639]	Landberg_639
GCTYRX51	[Landberg_652]	Landberg_652
YVE3W41Y	[Landberg_679]	Landberg_679
4BPDKR14	[Landberg_713]	Landberg_713
7W7F62WA	[Landberg_774]	Landberg_774
QY3TF46Q	[Landberg_1002]	Landberg_1002
GSXB68F6	[Ms_or_fol_39]	Ms_or_fol_39
9QDHCMCF	[Ms_or_fol_51]	Ms_or_fol_51
HNDKTK52	[Ms_or_fol_152]	Ms_or_fol_152
2CS9D4NQ	[Ms_or_fol_248]	Ms_or_fol_248
XDGBBUUD	[Ms_or_fol_453]	Ms_or_fol_453
T6398NGD	[Ms_or_oct_34]	Ms_or_oct_34
16AHU5RX	[Ms_or_oct_196]	Ms_or_oct_196
WEMA0NZT	[Ms_or_oct_201]	Ms_or_oct_201
0SZC6GCV	[Ms_or_oct_202]	Ms_or_oct_202
GFZESSM3	[Ms_or_quart_57]	Ms_or_quart_57
8C0SZMM3	[Ms_or_quart_66]	Ms_or_quart_66
MNW0VA4T	[Ms_or_quart_211]	Ms_or_quart_211
HYCVW2PS	[Ms_or_quart_296]	Ms_or_quart_296
VBH5BZAW	[Ms_or_quart_463]	Ms_or_quart_463
2K5EBQX3	[Petermann_I_163]	Petermann_I_163
91DKSBM7	[Petermann_I_164]	Petermann_I_164
QWKV5Y9C	[Petermann_I_202]	Petermann_I_202
UKGRUUEW	[Petermann_I_203]	Petermann_I_203
H44N793A	[Petermann_I_207]	Petermann_I_207
NK6HSUDD	[Petermann_I_233]	Petermann_I_233
1EPD9N90	[Petermann_I_340]	Petermann_I_340
SQ0RW2CS	[Petermann_I_371]	Petermann_I_371
1FPK1ARN	[Petermann_I_571]	Petermann_I_571
MZ3WAP1D	[Petermann_I_577]	Petermann_I_577
PS47VD0C	[Petermann_I_597]	Petermann_I_597
YG4CX1VW	[Petermann_I_598]	Petermann_I_598
HK89CUT8	[Petermann_I_693]	Petermann_I_693
999SDY0R	[Petermann_I_694]	Petermann_I_694
GQ2TXGXP	[Petermann_II_35]	Petermann_II_35
ADF0WV9C	[Petermann_II_53]	Petermann_II_53
YZ0K3A9R	[Petermann_II_123]	Petermann_II_123
Z3ZV5NC2	[Petermann_II_231]	Petermann_II_231
75DVZH9M	[Petermann_II_455]	Petermann_II_455
6FAFMZXP	[Petermann_II_472]	Petermann_II_472
P9H3MU32	[Petermann_II_497]	Petermann_II_497
0PWNAW9Q	[Petermann_II_552]	Petermann_II_552
55VAMYGV	[Petermann_II_713]	Petermann_II_713
7SS1U8K1	[Schoemann_XI_1]	Schoemann_XI_1
M7F898VN	[Sprenger_73]	Sprenger_73
QTV9SWAN	[Sprenger_299]	Sprenger_299
U70W4W0Y	[Sprenger_571]	Sprenger_571
RNEGUF74	[Sprenger_575]	Sprenger_575
0EXT0Z3M	[Sprenger_674]	Sprenger_674
GDBNVGEM	[Sprenger_677]	Sprenger_677
5K2B8K79	[Sprenger_763]	Sprenger_763
RH8Y3E4K	[Sprenger_795]	Sprenger_795
AHPKNBHY	[Sprenger_805]	Sprenger_805
Y0SRM9GP	[Sprenger_817]	Sprenger_817
X12NPK60	[Sprenger_819]	Sprenger_819
M2M6WFVV	[Sprenger_852]	Sprenger_852
YSP8H1AS	[Sprenger_868]	Sprenger_868
ZTD84E7U	[Sprenger_869]	Sprenger_869
2Z8E79RQ	[Sprenger_1168]	Sprenger_1168
Y4XEGNC0	[Sprenger_1836]	Sprenger_1836
0DZTS5W7	[Sprenger_1839]	Sprenger_1839
1T6TEZRW	[Sprenger_1840]	Sprenger_1840
BM47K027	[Sprenger_1851]	Sprenger_1851
CM1E3UPS	[Sprenger_1852]	Sprenger_1852
7CG9FD77	[Sprenger_1856]	Sprenger_1856
AB4W2KM4	[Sprenger_1862]	Sprenger_1862
SAH5ST33	[Sprenger_1865]	Sprenger_1865
41RETKTC	[Sprenger_1867]	Sprenger_1867
1EX8SARS	[Sprenger_1868]	Sprenger_1868
8GRKNTE2	[Sprenger_1870]	Sprenger_1870
Z853GZUU	[Sprenger_1878]	Sprenger_1878
PT7EFCN1	[Sprenger_1936]	Sprenger_1936
EKDPPVH1	[Sprenger_1961]	Sprenger_1961
A2T807Y1	[Sprenger_1968]	Sprenger_1968
9E5QRCRR	[Wetzstein_II_53]	Wetzstein_II_53
KMZ9T91Y	[Wetzstein_II_1137]	Wetzstein_II_1137
YEF69UKN	[Wetzstein_II_1141]	Wetzstein_II_1141
VCPZW3HM	[Wetzstein_II_1144]	Wetzstein_II_1144
M3WN7MUS	[Wetzstein_II_1145]	Wetzstein_II_1145
R8UBSDFY	[Wetzstein_II_1147]	Wetzstein_II_1147
X6ABB0HA	[Wetzstein_II_1154]	Wetzstein_II_1154
XSNF0Z2T	[Wetzstein_II_1453]	Wetzstein_II_1453
RUYMX9K8	[Wetzstein_II_1511]	Wetzstein_II_1511
4U8V1D9S	[Wetzstein_II_1514]	Wetzstein_II_1514
46T2XZDT	[Wetzstein_II_1515]	Wetzstein_II_1515
WG0KHWMQ	[Wetzstein_II_1528]	Wetzstein_II_1528
CB8YA8XE	[Wetzstein_II_1532]	Wetzstein_II_1532
8610B6EU	[Wetzstein_II_1534]	Wetzstein_II_1534
XDF5USUK	[Wetzstein_II_1658]	Wetzstein_II_1658
YR6M8B14	[Wetzstein_II_1663]	Wetzstein_II_1663
PW8N73DF	[Wetzstein_II_1668]	Wetzstein_II_1668
9ECU32RS	[Wetzstein_II_1676]	Wetzstein_II_1676
Q1002NM8	[Wetzstein_II_1682]	Wetzstein_II_1682
XVWRB6GW	[Wetzstein_II_1686]	Wetzstein_II_1686
GYW2WXZH	[Wetzstein_II_1703]	Wetzstein_II_1703
WKPMF9RW	[Wetzstein_II_1707]	Wetzstein_II_1707
WDE897M7	[Wetzstein_II_1711]	Wetzstein_II_1711
PPZBTUUC	[Wetzstein_II_1712]	Wetzstein_II_1712
P339S6NV	[Wetzstein_II_1718]	Wetzstein_II_1718
UNV8NCQ9	[Wetzstein_II_1733]	Wetzstein_II_1733
RPDSNUHH	[Wetzstein_II_1750]	Wetzstein_II_1750
KSXGVGZE	[Wetzstein_II_1751]	Wetzstein_II_1751
S3CE4FSW	[Wetzstein_II_1768]	Wetzstein_II_1768
R0SZUEQX	[Wetzstein_II_1796]	Wetzstein_II_1796
T3AQSZX7	[Wetzstein_II_1818]	Wetzstein_II_1818
CV2UE9AX	[Wetzstein_II_1842]	Wetzstein_II_1842
HT1285F5	[Diez_A_quart_81]	Diez_A_quart_81
Z3RD45B6	[Glaser_96]	Glaser_96
W851C5W8	[Glaser_176]	Glaser_176
RGUDY2YY	[Landberg_8]	Landberg_8
D8F2MPCF	[Landberg_60]	Landberg_60
9NP7FRKE	[Landberg_67]	Landberg_67
YGP85AZT	[Landberg_69]	Landberg_69
S1ZH6XB3	[Landberg_70]	Landberg_70
TU16F1M8	[Landberg_136]	Landberg_136
CBQ0YZ6D	[Landberg_222]	Landberg_222
SDG7BAM2	[Landberg_271]	Landberg_271
TW5M0C50	[Landberg_273]	Landberg_273
WQYBRXA7	[Landberg_279]	Landberg_279
592WK7M3	[Landberg_335]	Landberg_335
N20RQ812	[Landberg_346]	Landberg_346
H5UAVS78	[Landberg_428]	Landberg_428
PCYEBTQR	[Landberg_488]	Landberg_488
ZWDVEC8X	[Landberg_554]	Landberg_554
UKFP4YQK	[Landberg_602]	Landberg_602
SPDTMPZR	[Landberg_639]	Landberg_639
GCTYRX51	[Landberg_652]	Landberg_652
YVE3W41Y	[Landberg_679]	Landberg_679
4BPDKR14	[Landberg_713]	Landberg_713
7W7F62WA	[Landberg_774]	Landberg_774
QY3TF46Q	[Landberg_1002]	Landberg_1002
GSXB68F6	[Ms_or_fol_39]	Ms_or_fol_39
XDGBBUUD	[Ms_or_fol_453]	Ms_or_fol_453
2CS9D4NQ	[Ms_or_fol_248]	Ms_or_fol_248
9QDHCMCF	[Ms_or_fol_51]	Ms_or_fol_51
HNDKTK52	[Ms_or_fol_152]	Ms_or_fol_152
T6398NGD	[Ms_or_oct_34]	Ms_or_oct_34
16AHU5RX	[Ms_or_oct_196]	Ms_or_oct_196
WEMA0NZT	[Ms_or_oct_201]	Ms_or_oct_201
0SZC6GCV	[Ms_or_oct_202]	Ms_or_oct_202
MNW0VA4T	[Ms_or_quart_211]	Ms_or_quart_211
GFZESSM3	[Ms_or_quart_57]	Ms_or_quart_57
HYCVW2PS	[Ms_or_quart_296]	Ms_or_quart_296
8C0SZMM3	[Ms_or_quart_66]	Ms_or_quart_66
VBH5BZAW	[Ms_or_quart_463]	Ms_or_quart_463
2K5EBQX3	[Petermann_I_163]	Petermann_I_163
91DKSBM7	[Petermann_I_164]	Petermann_I_164
QWKV5Y9C	[Petermann_I_202]	Petermann_I_202
UKGRUUEW	[Petermann_I_203]	Petermann_I_203
H44N793A	[Petermann_I_207]	Petermann_I_207
NK6HSUDD	[Petermann_I_233]	Petermann_I_233
1EPD9N90	[Petermann_I_340]	Petermann_I_340
SQ0RW2CS	[Petermann_I_371]	Petermann_I_371
1FPK1ARN	[Petermann_I_571]	Petermann_I_571
MZ3WAP1D	[Petermann_I_577]	Petermann_I_577
PS47VD0C	[Petermann_I_597]	Petermann_I_597
YG4CX1VW	[Petermann_I_598]	Petermann_I_598
HK89CUT8	[Petermann_I_693]	Petermann_I_693
999SDY0R	[Petermann_I_694]	Petermann_I_694
GQ2TXGXP	[Petermann_II_35]	Petermann_II_35
ADF0WV9C	[Petermann_II_53]	Petermann_II_53
YZ0K3A9R	[Petermann_II_123]	Petermann_II_123
Z3ZV5NC2	[Petermann_II_231]	Petermann_II_231
75DVZH9M	[Petermann_II_455]	Petermann_II_455
6FAFMZXP	[Petermann_II_472]	Petermann_II_472
P9H3MU32	[Petermann_II_497]	Petermann_II_497
0PWNAW9Q	[Petermann_II_552]	Petermann_II_552
55VAMYGV	[Petermann_II_713]	Petermann_II_713
7SS1U8K1	[Schoemann_XI_1]	Schoemann_XI_1
M7F898VN	[Sprenger_73]	Sprenger_73
QTV9SWAN	[Sprenger_299]	Sprenger_299
U70W4W0Y	[Sprenger_571]	Sprenger_571
RNEGUF74	[Sprenger_575]	Sprenger_575
0EXT0Z3M	[Sprenger_674]	Sprenger_674
GDBNVGEM	[Sprenger_677]	Sprenger_677
5K2B8K79	[Sprenger_763]	Sprenger_763
RH8Y3E4K	[Sprenger_795]	Sprenger_795
AHPKNBHY	[Sprenger_805]	Sprenger_805
Y0SRM9GP	[Sprenger_817]	Sprenger_817
X12NPK60	[Sprenger_819]	Sprenger_819
M2M6WFVV	[Sprenger_852]	Sprenger_852
YSP8H1AS	[Sprenger_868]	Sprenger_868
ZTD84E7U	[Sprenger_869]	Sprenger_869
2Z8E79RQ	[Sprenger_1168]	Sprenger_1168
Y4XEGNC0	[Sprenger_1836]	Sprenger_1836
0DZTS5W7	[Sprenger_1839]	Sprenger_1839
1T6TEZRW	[Sprenger_1840]	Sprenger_1840
BM47K027	[Sprenger_1851]	Sprenger_1851
CM1E3UPS	[Sprenger_1852]	Sprenger_1852
7CG9FD77	[Sprenger_1856]	Sprenger_1856
AB4W2KM4	[Sprenger_1862]	Sprenger_1862
SAH5ST33	[Sprenger_1865]	Sprenger_1865
41RETKTC	[Sprenger_1867]	Sprenger_1867
1EX8SARS	[Sprenger_1868]	Sprenger_1868
8GRKNTE2	[Sprenger_1870]	Sprenger_1870
Z853GZUU	[Sprenger_1878]	Sprenger_1878
PT7EFCN1	[Sprenger_1936]	Sprenger_1936
EKDPPVH1	[Sprenger_1961]	Sprenger_1961
A2T807Y1	[Sprenger_1968]	Sprenger_1968
9E5QRCRR	[Wetzstein_II_53]	Wetzstein_II_53
KMZ9T91Y	[Wetzstein_II_1137]	Wetzstein_II_1137
YEF69UKN	[Wetzstein_II_1141]	Wetzstein_II_1141
VCPZW3HM	[Wetzstein_II_1144]	Wetzstein_II_1144
M3WN7MUS	[Wetzstein_II_1145]	Wetzstein_II_1145
R8UBSDFY	[Wetzstein_II_1147]	Wetzstein_II_1147
X6ABB0HA	[Wetzstein_II_1154]	Wetzstein_II_1154
XSNF0Z2T	[Wetzstein_II_1453]	Wetzstein_II_1453
RUYMX9K8	[Wetzstein_II_1511]	Wetzstein_II_1511
4U8V1D9S	[Wetzstein_II_1514]	Wetzstein_II_1514
46T2XZDT	[Wetzstein_II_1515]	Wetzstein_II_1515
WG0KHWMQ	[Wetzstein_II_1528]	Wetzstein_II_1528
CB8YA8XE	[Wetzstein_II_1532]	Wetzstein_II_1532
8610B6EU	[Wetzstein_II_1534]	Wetzstein_II_1534
XDF5USUK	[Wetzstein_II_1658]	Wetzstein_II_1658
YR6M8B14	[Wetzstein_II_1663]	Wetzstein_II_1663
PW8N73DF	[Wetzstein_II_1668]	Wetzstein_II_1668
9ECU32RS	[Wetzstein_II_1676]	Wetzstein_II_1676
Q1002NM8	[Wetzstein_II_1682]	Wetzstein_II_1682
XVWRB6GW	[Wetzstein_II_1686]	Wetzstein_II_1686
GYW2WXZH	[Wetzstein_II_1703]	Wetzstein_II_1703
WKPMF9RW	[Wetzstein_II_1707]	Wetzstein_II_1707
WDE897M7	[Wetzstein_II_1711]	Wetzstein_II_1711
PPZBTUUC	[Wetzstein_II_1712]	Wetzstein_II_1712
P339S6NV	[Wetzstein_II_1718]	Wetzstein_II_1718
UNV8NCQ9	[Wetzstein_II_1733]	Wetzstein_II_1733
RPDSNUHH	[Wetzstein_II_1750]	Wetzstein_II_1750
KSXGVGZE	[Wetzstein_II_1751]	Wetzstein_II_1751
S3CE4FSW	[Wetzstein_II_1768]	Wetzstein_II_1768
R0SZUEQX	[Wetzstein_II_1796]	Wetzstein_II_1796
T3AQSZX7	[Wetzstein_II_1818]	Wetzstein_II_1818
CV2UE9AX	[Wetzstein_II_1842]	Wetzstein_II_1842
HKTNDPDT	Glaser_125	Glas. 125
GN0859KE	Ms_Diez_A_Fol_13	
895T55C1	Ms_Diez_A_Oct_22	
4PWX4YFS	Ms_Diez_A_Oct_59	
2B88XMV1	Ms_Diez_A_Oct_61	
3F777S9E	Ms_Ldbg_873	
7DE238YF	Ms_or_Fol_228	
5TCG09CE	Ms_or_Oct_1029	
6Q05UPKK	Ms_or_oct_2032	
358Z88PS	Ms_or_oct_2184	
MX02072H	Ms_or_Oct_2538	
S6B9V384	Ms_or_oct_3148	
P6YMXZ8W	Ms_or_oct_3611	
